key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portugese;Russian;Finnish;
DOW_socialist;Worker's Liberation Union;x;
DOW_communist;Worker's Commune;x;
DOW_fascist;The New Order;x;
MML_conservative;Republicans;x;
MML_reactionary;Monarchists;x;
MML_liberal;Liberalists;x;
MML_anarcho_liberal;Anarcho-Liberals;x;
MML_socialist;Worker's Liberation Union;x;
MML_communist;Worker's Commune;x;
MML_fascist;The New Order;x;
UKG_conservative;Republicans;x;
UKG_reactionary;Monarchists;x;
UKG_liberal;Liberalists;x;
UKG_anarcho_liberal;Anarcho-Liberals;x;
UKG_socialist;Worker's Liberation Union;x;
UKG_communist;Worker's Commune;x;
UKG_fascist;The New Order;x;
KOS_conservative;Republicans;x;
KOS_reactionary;Monarchists;x;
KOS_liberal;Liberalists;x;
KOS_anarcho_liberal;Anarcho-Liberals;x;
KOS_socialist;Worker's Liberation Union;x;
KOS_communist;Worker's Commune;x;
KOS_fascist;The New Order;x;
AUE_conservative;Republicans;x;
AUE_conservative_2;Habsburgs;x;
AUE_reactionary;Monarchists;x;
AUE_liberal;Liberalists;x;
AUE_anarcho_liberal;Liberal World;x;
AUE_socialist;Austrian Worker's Union;x;
AUE_communist;Habsburg Commune;x;
AUE_fascist;NSDAP;x;
SIR_conservative;Republicans;x;
SIR_reactionary;Monarchists;x;
SIR_liberal;Liberalists;x;
SIR_anarcho_liberal;Anarcho-Liberals;x;
SIR_socialist;Worker's Liberation Union;x;
SIR_communist;Worker's Commune;x;
SIR_fascist;The New Order;x;
DMN_conservative;Republicans;x;
DMN_reactionary;Monarchists;x;
DMN_liberal;Liberalists;x;
DMN_anarcho_liberal;Anarcho-Liberals;x;
DMN_socialist;Worker's Liberation Union;x;
DMN_communist;Worker's Commune;x;
DMN_fascist;The New Order;x;
OTO_conservative;Republicans;x;
OTO_reactionary;Monarchists;x;
OTO_liberal;Liberalists;x;
OTO_anarcho_liberal;Anarcho-Liberals;x;
OTO_socialist;Worker's Liberation Union;x;
OTO_communist;Worker's Commune;x;
OTO_fascist;The New Order;x;
TPR_conservative;Republicans;x;
TPR_reactionary;Monarchists;x;
TPR_liberal;Liberalists;x;
TPR_anarcho_liberal;Anarcho-Liberals;x;
TPR_socialist;Worker's Liberation Union;x;
TPR_communist;Worker's Commune;x;
TPR_fascist;The New Order;x;
RUE_conservative;Republicans;x;
RUE_reactionary;Monarchists;x;
RUE_liberal;Liberalists;x;
RUE_anarcho_liberal;Anarcho-Liberals;x;
RUE_socialist;Worker's Liberation Union;x;
RUE_communist;Worker's Commune;x;
RUE_fascist;The New Order;x;
SDT_conservative;Republicans;x;
SDT_reactionary;Monarchists;x;
SDT_liberal;Liberalists;x;
SDT_anarcho_liberal;Anarcho-Liberals;x;
SDT_socialist;Worker's Liberation Union;x;
SDT_communist;Worker's Commune;x;
SDT_fascist;The New Order;x;
EGK_conservative;Republicans;x;
EGK_reactionary;Monarchists;x;
EGK_liberal;Liberalists;x;
EGK_anarcho_liberal;Anarcho-Liberals;x;
EGK_socialist;Worker's Liberation Union;x;
EGK_communist;Worker's Commune;x;
EGK_fascist;The New Order;x;
ATS_conservative;Republicans;x;
ATS_reactionary;Monarchists;x;
ATS_liberal;Liberalists;x;
ATS_anarcho_liberal;Anarcho-Liberals;x;
ATS_socialist;Worker's Liberation Union;x;
ATS_communist;Worker's Commune;x;
ATS_fascist;The New Order;x;
WCT_conservative;Republicans;x;
WCT_reactionary;Monarchists;x;
WCT_liberal;Liberalists;x;
WCT_anarcho_liberal;Anarcho-Liberals;x;
WCT_socialist;Worker's Liberation Union;x;
WCT_communist;Worker's Commune;x;
WCT_fascist;The New Order;x;
MDT_conservative;Republicans;x;
MDT_reactionary;Monarchists;x;
MDT_liberal;Liberalists;x;
MDT_anarcho_liberal;Anarcho-Liberals;x;
MDT_socialist;Worker's Liberation Union;x;
MDT_communist;Worker's Commune;x;
MDT_fascist;The New Order;x;
RMU_conservative;Republicans;x;
RMU_reactionary;Monarchists;x;
RMU_liberal;Liberalists;x;
RMU_anarcho_liberal;Anarcho-Liberals;x;
RMU_socialist;Worker's Liberation Union;x;
RMU_communist;Worker's Commune;x;
RMU_fascist;The New Order;x;
GRT_conservative;Republicans;x;
GRT_reactionary;Monarchists;x;
GRT_liberal;Liberalists;x;
GRT_anarcho_liberal;Anarcho-Liberals;x;
GRT_socialist;Worker's Liberation Union;x;
GRT_communist;Worker's Commune;x;
GRT_fascist;The New Order;x;
ALG_conservative;Republicans;x;
ALG_reactionary;Monarchists;x;
ALG_liberal;Liberalists;x;
ALG_anarcho_liberal;Anarcho-Liberals;x;
ALG_socialist;Worker's Liberation Union;x;
ALG_communist;Worker's Commune;x;
ALG_fascist;The New Order;x;
MRT_conservative;Republicans;x;
MRT_reactionary;Monarchists;x;
MRT_liberal;Liberalists;x;
MRT_anarcho_liberal;Anarcho-Liberals;x;
MRT_socialist;Worker's Liberation Union;x;
MRT_communist;Worker's Commune;x;
MRT_fascist;The New Order;x;
ABY_conservative;Republicans;x;
ABY_reactionary;Monarchists;x;
ABY_liberal;Liberalists;x;
ABY_anarcho_liberal;Anarcho-Liberals;x;
ABY_socialist;Worker's Liberation Union;x;
ABY_communist;Worker's Commune;x;
ABY_fascist;The New Order;x;
PNS_conservative;Republicans;x;
PNS_reactionary;Monarchists;x;
PNS_liberal;Liberalists;x;
PNS_anarcho_liberal;Anarcho-Liberals;x;
PNS_socialist;Worker's Liberation Union;x;
PNS_communist;Worker's Commune;x;
PNS_fascist;The New Order;x;
EIC_conservative;Republicans;x;
EIC_reactionary;Monarchists;x;
EIC_liberal;Liberalists;x;
EIC_anarcho_liberal;Anarcho-Liberals;x;
EIC_socialist;Worker's Liberation Union;x;
EIC_communist;Worker's Commune;x;
EIC_fascist;The New Order;x;
TUT_conservative;Republicans;x;
TUT_conservative_2;Republicans;x;
TUT_reactionary;Monarchists;x;
TUT_liberal;Whigs;x;
TCT_liberal_2;Democrats;x;
TUT_anarcho_liberal;Anarcho-Liberals;x;
TUT_socialist;Worker's Liberation Union;x;
TUT_communist;Worker's Commune;x;
TUT_fascist;The New Order;x;
ACD_conservative;Republicans;x;
ACD_reactionary;Monarchists;x;
ACD_liberal;Democrats;x;
ACD_anarcho_liberal;Anarcho-Liberals;x;
ACD_socialist;Worker's Liberation Union;x;
ACD_communist;Worker's Commune;x;
ACD_fascist;The New Order;x;
TXR_conservative;Republicans;x;
TXR_reactionary;Monarchists;x;
TXR_liberal;Democrats;x;
TXR_anarcho_liberal;Anarcho-Liberals;x;
TXR_socialist;Worker's Liberation Union;x;
TXR_communist;Worker's Commune;x;
TXR_fascist;The New Order;x;
MXE_conservative;Republicans;x;
MXE_reactionary;Monarchists;x;
MXE_liberal;Liberalists;x;
MXE_anarcho_liberal;Anarcho-Liberals;x;
MXE_socialist;Worker's Liberation Union;x;
MXE_communist;Worker's Commune;x;
MXE_fascist;The New Order;x;
TUC_conservative;Republicans;x;
TUC_reactionary;Monarchists;x;
TUC_liberal;Liberalists;x;
TUC_anarcho_liberal;Anarcho-Liberals;x;
TUC_socialist;Worker's Liberation Union;x;
TUC_communist;Worker's Commune;x;
TUC_fascist;The New Order;x;
CBW_conservative;Republicans;x;
CBW_reactionary;Monarchists;x;
CBW_liberal;Liberalists;x;
CBW_anarcho_liberal;Anarcho-Liberals;x;
CBW_socialist;Worker's Liberation Union;x;
CBW_communist;Worker's Commune;x;
CBW_fascist;The New Order;x;
HTW_conservative;Republicans;x;
HTW_reactionary;Monarchists;x;
HTW_liberal;Liberalists;x;
HTW_anarcho_liberal;Anarcho-Liberals;x;
HTW_socialist;Worker's Liberation Union;x;
HTW_communist;Worker's Commune;x;
HTW_fascist;The New Order;x;
GCT_conservative;Republicans;x;
GCT_reactionary;Monarchists;x;
GCT_liberal;Liberalists;x;
GCT_anarcho_liberal;Anarcho-Liberals;x;
GCT_socialist;Worker's Liberation Union;x;
GCT_communist;Worker's Commune;x;
GCT_fascist;The New Order;x;
TAC_conservative;Republicans;x;
TAC_reactionary;Monarchists;x;
TAC_liberal;Liberalists;x;
TAC_anarcho_liberal;Anarcho-Liberals;x;
TAC_socialist;Worker's Liberation Union;x;
TAC_communist;Worker's Commune;x;
TAC_fascist;The New Order;x;
EOB_conservative;Republicans;x;
EOB_reactionary;Monarchists;x;
EOB_liberal;Liberalists;x;
EOB_anarcho_liberal;Anarcho-Liberals;x;
EOB_socialist;Worker's Liberation Union;x;
EOB_communist;Worker's Commune;x;
EOB_fascist;The New Order;x;
PBC_conservative;Republicans;x;
PBC_reactionary;Monarchists;x;
PBC_liberal;Liberalists;x;
PBC_anarcho_liberal;Anarcho-Liberals;x;
PBC_socialist;Worker's Liberation Union;x;
PBC_communist;Worker's Commune;x;
PBC_fascist;The New Order;x;
NWL_conservative;Republicans;x;
NWL_reactionary;Monarchists;x;
NWL_liberal;Liberalists;x;
NWL_anarcho_liberal;Anarcho-Liberals;x;
NWL_socialist;Worker's Liberation Union;x;
NWL_communist;Worker's Commune;x;
NWL_fascist;The New Order;x;
UPP_conservative;Republicans;x;
UPP_reactionary;Monarchists;x;
UPP_liberal;Liberalists;x;
UPP_anarcho_liberal;Anarcho-Liberals;x;
UPP_socialist;Worker's Liberation Union;x;
UPP_communist;Worker's Commune;x;
UPP_fascist;The New Order;x;
SKC_conservative;Republicans;x;
SKC_reactionary;Monarchists;x;
SKC_liberal;Liberalists;x;
SKC_anarcho_liberal;Anarcho-Liberals;x;
SKC_socialist;Worker's Liberation Union;x;
SKC_communist;Worker's Commune;x;
SKC_fascist;The New Order;x;
PGN_conservative;Republicans;x;
PGN_reactionary;Monarchists;x;
PGN_liberal;Liberalists;x;
PGN_anarcho_liberal;Anarcho-Liberals;x;
PGN_socialist;Worker's Liberation Union;x;
PGN_communist;Worker's Commune;x;
PGN_fascist;The New Order;x;
QNG_conservative;Republicans;x;
QNG_reactionary;Monarchists;x;
QNG_liberal;Liberalists;x;
QNG_anarcho_liberal;Anarcho-Liberals;x;
QNG_socialist;Worker's Liberation Union;x;
QNG_communist;Worker's Commune;x;
QNG_fascist;The New Order;x;
RHE_conservative;Republicans;x;
RHE_reactionary;Monarchists;x;
RHE_liberal;Liberalists;x;
RHE_anarcho_liberal;Anarcho-Liberals;x;
RHE_socialist;Worker's Liberation Union;x;
RHE_communist;Worker's Commune;x;
RHE_fascist;The New Order;x;
WLE_conservative;Republicans;x;
WLE_reactionary;Monarchists;x;
WLE_liberal;Liberalists;x;
WLE_anarcho_liberal;Anarcho-Liberals;x;
WLE_socialist;Worker's Liberation Union;x;
WLE_communist;Worker's Commune;x;
WLE_fascist;The New Order;x;
TCE_conservative;Republicans;x;
TCE_conservative_2;The Napoleonic Faction;x;
TCE_reactionary;Les Bourbons;x;
TCE_liberal;Liberalists;x;
TCE_liberal_2;Republique Libre;x;
TCE_anarcho_liberal;Anarcho-Liberals;x;
TCE_socialist;Commune Francais;x;
TCE_communist;La Commune Napoleonic;x;
TCE_fascist;Nouvelle Ordre Francais;x;
GLR_conservative;Republicans;x;
GLR_reactionary;Monarchists;x;
GLR_liberal;Liberalists;x;
GLR_anarcho_liberal;Anarcho-Liberals;x;
GLR_socialist;Worker's Liberation Union;x;
GLR_communist;Worker's Commune;x;
GLR_fascist;The New Order;x;
AOV_conservative;Republicans;x;
AOV_reactionary;Monarchists;x;
AOV_liberal;Liberalists;x;
AOV_anarcho_liberal;Anarcho-Liberals;x;
AOV_socialist;Worker's Liberation Union;x;
AOV_communist;Worker's Commune;x;
AOV_fascist;The New Order;x;
DNC_conservative;Republicans;x;
DNC_conservative_2;Habsburgs;x;
DNC_reactionary;Monarchists;x;
DNC_liberal;Liberalists;x;
DNC_anarcho_liberal;Liberal World;x;
DNC_socialist;Austrian Worker's Union;x;
DNC_communist;Habsburg Commune;x;
DNC_fascist;NSDAP;x;
PTG_conservative;Republicans;x;
PTG_reactionary;Monarchists;x;
PTG_liberal;Liberalists;x;
PTG_anarcho_liberal;Anarcho-Liberals;x;
PTG_socialist;Worker's Liberation Union;x;
PTG_communist;Worker's Commune;x;
PTG_fascist;The New Order;x;
BAN_conservative;Republicans;x;
BAN_reactionary;Monarchists;x;
BAN_liberal;Liberalists;x;
BAN_anarcho_liberal;Anarcho-Liberals;x;
BAN_socialist;Worker's Liberation Union;x;
BAN_communist;Worker's Commune;x;
BAN_fascist;The New Order;x;
TCT_conservative;Republicans;x;
TCT_reactionary;Monarchists;x;
TCT_liberal;Whigs;x;
TCT_anarcho_liberal;Anarcho-Liberals;x;
TCT_socialist;Worker's Liberation Union;x;
TCT_communist;Worker's Commune;x;
TCT_fascist;The New Order;x;
FSA_conservative;Republicans;x;
FSA_reactionary;Monarchists;x;
FSA_liberal;Whigs;x;
FSA_anarcho_liberal;Anarcho-Liberals;x;
FSA_socialist;Worker's Liberation Union;x;
FSA_communist;Worker's Commune;x;
FSA_fascist;The New Order;x;
PSA_conservative;Republicans;x;
PSA_reactionary;Monarchists;x;
PSA_liberal;Whigs;x;
PSA_anarcho_liberal;Anarcho-Liberals;x;
PSA_socialist;Worker's Liberation Union;x;
PSA_communist;Worker's Commune;x;
PSA_fascist;The New Order;x;
TGS_conservative;Republicans;x;
TGS_reactionary;Monarchists;x;
TGS_liberal;Whigs;x;
TGS_anarcho_liberal;Anarcho-Liberals;x;
TGS_socialist;Worker's Liberation Union;x;
TGS_communist;Worker's Commune;x;
TGS_fascist;The New Order;x;
CUS_conservative;Republicans;x;
CUS_reactionary;Monarchists;x;
CUS_liberal;Whigs;x;
CUS_anarcho_liberal;Anarcho-Liberals;x;
CUS_socialist;Worker's Liberation Union;x;
CUS_communist;Worker's Commune;x;
CUS_fascist;The New Order;x;
JPE_conservative;Republicans;x;
JPE_reactionary;Monarchists;x;
JPE_liberal;Whigs;x;
JPE_anarcho_liberal;Anarcho-Liberals;x;
JPE_socialist;Worker's Liberation Union;x;
JPE_communist;Worker's Commune;x;
JPE_fascist;The New Order;x;
RGR_conservative;Republicans;x;
RGR_reactionary;Monarchists;x;
RGR_liberal;Whigs;x;
RGR_anarcho_liberal;Anarcho-Liberals;x;
RGR_socialist;Worker's Liberation Union;x;
RGR_communist;Worker's Commune;x;
RGR_fascist;The New Order;x;
TRK_conservative;Republicans;x;
TRK_reactionary;Monarchists;x;
TRK_liberal;Whigs;x;
TRK_anarcho_liberal;Anarcho-Liberals;x;
TRK_socialist;Worker's Liberation Union;x;
TRK_communist;Worker's Commune;x;
TRK_fascist;The New Order;x;
ALT_conservative;Republicans;x;
ALT_reactionary;Monarchists;x;
ALT_liberal;Whigs;x;
ALT_anarcho_liberal;Anarcho-Liberals;x;
ALT_socialist;Worker's Liberation Union;x;
ALT_communist;Worker's Commune;x;
ALT_fascist;The New Order;x;
